游戏日,烹饪店,轻装店,重装店
153,0[0] - 0[0],0[0] - 0[0],0[0] - 1[70]
154,0[0] - 0[0],0[0] - 0[0],0[0] - 1[70]
155,0[0] - 0[0],0[0] - 0[0],0[0] - 1[70]
156,0[0] - 0[0],0[0] - 0[0],0[0] - 1[70]
157,0[0] - 0[0],0[0] - 0[0],0[0] - 1[70]
158,0[0] - 0[0],0[0] - 0[0],0[0] - 1[70]
159,0[0] - 0[0],0[0] - 0[0],0[0] - 1[70]
160,0[0] - 0[0],0[0] - 0[0],0[0] - 1[70]
161,0[0] - 0[0],0[0] - 0[0],0[0] - 1[70]
162,0[0] - 0[0],0[0] - 0[0],0[0] - 1[70]
163,0[0] - 0[0],0[0] - 0[0],0[0] - 1[70]
164,0[0] - 0[0],0[0] - 0[0],0[0] - 1[70]
165,0[0] - 0[0],0[0] - 0[0],0[0] - 1[70]
166,0[0] - 0[0],0[0] - 0[0],0[0] - 1[70]
167,0[0] - 0[0],0[0] - 0[0],0[0] - 1[70]
168,0[0] - 0[0],0[0] - 0[0],0[0] - 1[70]
169,0[0] - 0[0],0[0] - 0[0],0[0] - 1[70]
170,0[0] - 0[0],0[0] - 0[0],0[0] - 1[70]
171,0[0] - 0[0],0[0] - 0[0],0[0] - 1[70]
172,0[0] - 0[0],0[0] - 0[0],0[0] - 1[70]
173,0[0] - 0[0],0[0] - 0[0],0[0] - 1[70]
174,0[0] - 0[0],0[0] - 0[0],0[0] - 1[70]
175,0[0] - 0[0],0[0] - 0[0],0[0] - 1[70]
176,0[0] - 0[0],0[0] - 0[0],0[0] - 1[70]
177,0[0] - 0[0],0[0] - 0[0],0[0] - 1[70]
178,0[0] - 0[0],0[0] - 0[0],0[0] - 1[70]
179,0[0] - 0[0],0[0] - 0[0],0[0] - 1[70]
180,0[0] - 0[0],0[0] - 0[0],0[0] - 1[70]
181,0[0] - 0[0],0[0] - 0[0],0[0] - 1[70]
182,0[0] - 0[0],0[0] - 0[0],0[0] - 1[70]
183,0[0] - 0[0],0[0] - 0[0],0[0] - 1[70]
184,0[0] - 0[0],0[0] - 0[0],0[0] - 1[70]
185,0[0] - 0[0],0[0] - 0[0],0[0] - 1[70]
186,0[0] - 0[0],0[0] - 0[0],0[0] - 1[70]
187,0[0] - 0[0],0[0] - 0[0],0[0] - 1[70]
188,0[0] - 0[0],0[0] - 0[0],0[0] - 1[70]
189,0[0] - 0[0],0[0] - 0[0],0[0] - 1[70]
190,0[0] - 0[0],0[0] - 0[0],0[0] - 1[70]
191,0[0] - 0[0],0[0] - 0[0],0[0] - 1[70]
192,0[0] - 0[0],0[0] - 0[0],0[0] - 1[70]
193,0[0] - 0[0],0[0] - 0[0],0[0] - 1[70]
194,0[0] - 0[0],0[0] - 0[0],0[0] - 1[70]
195,0[0] - 0[0],0[0] - 0[0],0[0] - 1[70]
196,0[0] - 0[0],0[0] - 0[0],0[0] - 1[70]
197,0[0] - 0[0],0[0] - 0[0],0[0] - 1[70]
198,0[0] - 0[0],0[0] - 0[0],0[0] - 1[70]
199,0[0] - 0[0],0[0] - 0[0],0[0] - 1[70]
200,0[0] - 0[0],0[0] - 0[0],0[0] - 1[70]
201,0[0] - 0[0],0[0] - 0[0],0[0] - 1[70]
202,0[0] - 0[0],0[0] - 0[0],0[0] - 1[70]
203,0[0] - 0[0],0[0] - 0[0],0[0] - 1[70]
204,0[0] - 0[0],0[0] - 0[0],0[0] - 1[70]
1,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
2,0[0] - 0[0],0[0] - 0[0],15[75] - 2[100]
3,0[0] - 0[0],0[0] - 0[0],0[0] - 4[200]
4,0[0] - 0[0],0[0] - 0[0],12[60] - 5[275]
5,0[0] - 0[0],0[0] - 0[0],8[40] - 7[395]
6,0[0] - 0[0],0[0] - 0[0],1[5] - 9[525]
7,0[0] - 0[0],0[0] - 0[0],1[5] - 9[525]
8,0[0] - 0[0],0[0] - 0[0],1[5] - 9[525]
9,0[0] - 0[0],0[0] - 0[0],2[10] - 10[575]
10,0[0] - 0[0],0[0] - 0[0],2[10] - 10[575]
11,0[0] - 0[0],0[0] - 0[0],7[35] - 10[575]
1,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
1,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
1,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
2,0[0] - 0[0],0[0] - 0[0],13[65] - 2[165]
1,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
1,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
1,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
2,0[0] - 0[0],0[0] - 0[0],22[110] - 1[50]
1,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
1,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
1,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
1,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
2,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
1,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
2,0[0] - 0[0],0[0] - 0[0],6[30] - 2[140]
3,0[0] - 0[0],0[0] - 0[0],11[55] - 4[275]
1,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
1,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
1,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
1,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
2,0[0] - 0[0],0[0] - 0[0],12[60] - 1[100]
1,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
1,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
2,0[0] - 0[0],0[0] - 0[0],8[40] - 3[190]
1,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
1,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
1,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
1,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
2,0[0] - 0[0],0[0] - 0[0],2[10] - 2[135]
3,0[0] - 0[0],0[0] - 0[0],0[0] - 3[185]
4,0[0] - 0[0],0[0] - 0[0],11[55] - 5[350]
5,0[0] - 0[0],0[0] - 0[0],1[5] - 8[590]
6,0[0] - 0[0],0[0] - 0[0],0[0] - 9[665]
7,0[0] - 0[0],0[0] - 0[0],6[30] - 9[665]
8,0[0] - 0[0],0[0] - 0[0],7[35] - 10[715]
9,0[0] - 0[0],0[0] - 0[0],3[15] - 11[765]
10,0[0] - 0[0],0[0] - 0[0],8[40] - 11[765]
11,0[0] - 0[0],0[0] - 0[0],9[45] - 11[765]
12,0[0] - 0[0],0[0] - 0[0],8[40] - 12[845]
13,0[0] - 0[0],0[0] - 0[0],5[25] - 13[945]
14,0[0] - 0[0],0[0] - 0[0],5[25] - 13[945]
15,0[0] - 0[0],0[0] - 0[0],5[25] - 14[1025]
16,0[0] - 0[0],0[0] - 0[0],0[0] - 15[1115]
17,0[0] - 0[0],0[0] - 0[0],0[0] - 15[1115]
18,0[0] - 0[0],0[0] - 0[0],0[0] - 15[1115]
19,0[0] - 0[0],0[0] - 0[0],0[0] - 15[1115]
20,0[0] - 0[0],0[0] - 0[0],0[0] - 15[1115]
21,0[0] - 0[0],0[0] - 0[0],0[0] - 15[1115]
22,0[0] - 0[0],0[0] - 0[0],0[0] - 15[1115]
23,0[0] - 0[0],0[0] - 0[0],0[0] - 15[1115]
24,0[0] - 0[0],0[0] - 0[0],0[0] - 15[1115]
25,0[0] - 0[0],0[0] - 0[0],0[0] - 15[1115]
26,0[0] - 0[0],0[0] - 0[0],0[0] - 15[1115]
27,0[0] - 0[0],0[0] - 0[0],0[0] - 15[1115]
28,0[0] - 0[0],0[0] - 0[0],0[0] - 15[1115]
29,0[0] - 0[0],0[0] - 0[0],0[0] - 15[1115]
30,0[0] - 0[0],0[0] - 0[0],0[0] - 15[1115]
31,0[0] - 0[0],0[0] - 0[0],0[0] - 15[1115]
32,0[0] - 0[0],0[0] - 0[0],0[0] - 15[1115]
1,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
2,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
1,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
2,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
3,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
4,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
5,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
6,0[0] - 0[0],0[0] - 0[0],3[15] - 3[205]
7,0[0] - 0[0],0[0] - 0[0],3[15] - 3[205]
8,0[0] - 0[0],0[0] - 0[0],3[15] - 3[205]
9,0[0] - 0[0],0[0] - 0[0],3[15] - 3[205]
10,0[0] - 0[0],0[0] - 0[0],3[15] - 3[205]
11,0[0] - 0[0],0[0] - 0[0],3[15] - 3[205]
12,0[0] - 0[0],0[0] - 0[0],12[60] - 4[275]
13,0[0] - 0[0],0[0] - 0[0],2[10] - 5[325]
14,0[0] - 0[0],0[0] - 0[0],2[10] - 5[325]
15,0[0] - 0[0],0[0] - 0[0],2[10] - 5[325]
16,0[0] - 0[0],0[0] - 0[0],2[10] - 5[325]
17,0[0] - 0[0],0[0] - 0[0],2[10] - 5[325]
18,0[0] - 0[0],0[0] - 0[0],2[10] - 5[325]
19,0[0] - 0[0],0[0] - 0[0],2[10] - 5[325]
20,0[0] - 0[0],0[0] - 0[0],2[10] - 5[325]
21,0[0] - 0[0],0[0] - 0[0],2[10] - 5[325]
22,0[0] - 0[0],0[0] - 0[0],2[10] - 5[325]
23,0[0] - 0[0],0[0] - 0[0],2[10] - 5[325]
24,0[0] - 0[0],0[0] - 0[0],2[10] - 5[325]
25,0[0] - 0[0],0[0] - 0[0],9[45] - 5[325]
26,0[0] - 0[0],0[0] - 0[0],9[45] - 6[395]
27,0[0] - 0[0],0[0] - 0[0],9[45] - 6[395]
28,0[0] - 0[0],0[0] - 0[0],9[45] - 6[395]
29,0[0] - 0[0],0[0] - 0[0],9[45] - 6[395]
30,0[0] - 0[0],0[0] - 0[0],9[45] - 6[395]
31,0[0] - 0[0],0[0] - 0[0],9[45] - 6[395]
32,0[0] - 0[0],0[0] - 0[0],39[195] - 7[460]
33,0[0] - 0[0],0[0] - 0[0],7[35] - 9[620]
1,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
2,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
3,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
4,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
5,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
6,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
7,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
8,0[0] - 0[0],0[0] - 0[0],7[35] - 2[165]
9,0[0] - 0[0],0[0] - 0[0],7[35] - 2[165]
10,0[0] - 0[0],0[0] - 0[0],7[35] - 2[165]
11,0[0] - 0[0],0[0] - 0[0],7[35] - 2[165]
12,0[0] - 0[0],0[0] - 0[0],7[35] - 2[165]
13,0[0] - 0[0],0[0] - 0[0],7[35] - 2[165]
1,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
2,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
3,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
4,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
5,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
6,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
7,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
8,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
9,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
10,0[0] - 0[0],0[0] - 0[0],2[10] - 0[0]
11,0[0] - 0[0],0[0] - 0[0],2[10] - 1[100]
12,0[0] - 0[0],0[0] - 0[0],2[10] - 1[100]
1,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
2,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
3,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
1,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
2,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
3,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
1,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
1,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
2,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
3,0[0] - 0[0],0[0] - 0[0],7[35] - 1[80]
4,0[0] - 0[0],0[0] - 0[0],7[35] - 1[80]
1,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
1,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
2,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
3,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
1,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
2,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
